hour,DE11,DE12,DE13,DE14,DE21,DE22,DE23,DE24,DE25,DE26,DE27,DE30,DE40,DE50,DE60,DE71,DE72,DE73,DE80,DE91,DE92,DE93,DE94,DEA1,DEA2,DEA3,DEA4,DEA5,DEB1,DEB2,DEB3,DEC0,DED2,DED4,DED5,DEE0,DEF0,DEG0
2537,0.758749671,1.211205428,1.211205428,0.758749671,0.758749671,0.758749671,0.613959326,0.613959326,0.758749671,0.758749671,0.758749671,0.639320451,0.639320451,1.064807176,0.729713943,0.940464378,0.613959326,0.719081794,0.639320451,0.729713943,0.729713943,0.729713943,1.064807176,0.940464378,0.940464378,0.940464378,0.719081794,0.940464378,0.940464378,1.211205428,0.940464378,0.940464378,0.639320451,0.639320451,0.639320451,0.639320451,0.729713943,0.787570823
2538,0.944313449,1.211205428,1.211205428,0.944313449,0.944313449,0.944313449,0.651741438,0.651741438,0.944313449,0.944313449,0.944313449,0.670506814,0.670506814,1.064807176,0.807434955,0.999862129,0.651741438,0.767608787,0.670506814,0.807434955,0.807434955,0.807434955,1.064807176,0.999862129,0.999862129,0.999862129,0.767608787,0.999862129,0.999862129,1.211205428,0.999862129,0.999862129,0.670506814,0.670506814,0.670506814,0.670506814,0.807434955,0.854928854
2539,0.927818891,1.216011799,1.216011799,0.927818891,0.927818891,0.927818891,0.680078023,0.680078023,0.927818891,0.927818891,0.927818891,0.736777836,0.736777836,1.12262476,0.928334307,1.163205942,0.680078023,0.794078055,0.736777836,0.928334307,0.928334307,0.928334307,1.12262476,1.163205942,1.163205942,1.163205942,0.794078055,1.163205942,1.163205942,1.216011799,1.163205942,1.163205942,0.736777836,0.736777836,0.736777836,0.736777836,0.928334307,0.917105497
2540,0.944313449,1.201592686,1.201592686,0.944313449,0.944313449,0.944313449,0.798147124,0.798147124,0.944313449,0.944313449,0.944313449,0.806947154,0.806947154,1.161169816,0.988783983,1.178055379,0.798147124,0.864662771,0.806947154,0.988783983,0.988783983,0.988783983,1.161169816,1.178055379,1.178055379,1.178055379,0.864662771,1.178055379,1.178055379,1.201592686,1.178055379,1.178055379,0.806947154,0.806947154,0.806947154,0.806947154,0.988783983,0.953375206
2541,0.93606617,1.201592686,1.201592686,0.93606617,0.93606617,0.93606617,0.859543056,0.859543056,0.93606617,0.93606617,0.93606617,0.849828404,0.849828404,1.185260476,1.031962322,1.173105567,0.859543056,0.930835942,0.849828404,1.031962322,1.031962322,1.031962322,1.185260476,1.173105567,1.173105567,1.173105567,0.930835942,1.173105567,1.173105567,1.201592686,1.173105567,1.173105567,0.849828404,0.849828404,0.849828404,0.849828404,1.031962322,0.968919367
2542,0.960808007,1.206399057,1.206399057,0.960808007,0.960808007,0.960808007,0.868988584,0.868988584,0.960808007,0.960808007,0.960808007,0.908302835,0.908302835,1.199714872,1.049233658,1.173105567,0.868988584,1.010243748,0.908302835,1.049233658,1.049233658,1.049233658,1.199714872,1.173105567,1.173105567,1.173105567,1.010243748,1.173105567,1.173105567,1.206399057,1.173105567,1.173105567,0.908302835,0.908302835,0.908302835,0.908302835,1.049233658,1.000007689
2543,0.973178926,1.211205428,1.211205428,0.973178926,0.973178926,0.973178926,0.86426582,0.86426582,0.973178926,0.973178926,0.973178926,0.912201131,0.912201131,1.214169268,1.057869326,1.178055379,0.86426582,1.027889927,0.912201131,1.057869326,1.057869326,1.057869326,1.214169268,1.178055379,1.178055379,1.178055379,1.027889927,1.178055379,1.178055379,1.211205428,1.178055379,1.178055379,0.912201131,0.912201131,0.912201131,0.912201131,1.057869326,1.020733237
2544,0.964931647,1.216011799,1.216011799,0.964931647,0.964931647,0.964931647,0.892602405,0.892602405,0.964931647,0.964931647,0.964931647,0.927794312,0.927794312,1.238259928,1.06218716,1.207754254,0.892602405,1.111709277,0.927794312,1.06218716,1.06218716,1.06218716,1.238259928,1.207754254,1.207754254,1.207754254,1.111709277,1.207754254,1.207754254,1.216011799,1.207754254,1.207754254,0.927794312,0.927794312,0.927794312,0.927794312,1.06218716,1.041458785
2545,0.977302565,1.211205428,1.211205428,0.977302565,0.977302565,0.977302565,0.982334922,0.982334922,0.977302565,0.977302565,0.977302565,0.966777267,0.966777267,1.252714324,1.088094164,1.207754254,0.982334922,1.138178546,0.966777267,1.088094164,1.088094164,1.088094164,1.252714324,1.207754254,1.207754254,1.207754254,1.138178546,1.207754254,1.207754254,1.211205428,1.207754254,1.207754254,0.966777267,0.966777267,0.966777267,0.966777267,1.088094164,1.072547107
2546,0.989673484,1.216011799,1.216011799,0.989673484,0.989673484,0.989673484,1.001225978,1.001225978,0.989673484,0.989673484,0.989673484,0.986268744,0.986268744,1.286441248,1.079458496,1.227553504,1.001225978,1.173470904,0.986268744,1.079458496,1.079458496,1.079458496,1.286441248,1.227553504,1.227553504,1.227553504,1.173470904,1.227553504,1.227553504,1.216011799,1.227553504,1.227553504,0.986268744,0.986268744,0.986268744,0.986268744,1.079458496,1.098454042
2547,0.993797124,1.211205428,1.211205428,0.993797124,0.993797124,0.993797124,0.996503214,0.996503214,0.993797124,0.993797124,0.993797124,1.025251698,1.025251698,1.315350041,1.092411998,1.237453129,0.996503214,1.208763262,1.025251698,1.092411998,1.092411998,1.092411998,1.315350041,1.237453129,1.237453129,1.237453129,1.208763262,1.237453129,1.237453129,1.211205428,1.237453129,1.237453129,1.025251698,1.025251698,1.025251698,1.025251698,1.092411998,1.11917959
2548,1.018538961,1.211205428,1.211205428,1.018538961,1.018538961,1.018538961,1.020117034,1.020117034,1.018538961,1.018538961,1.018538961,1.056438062,1.056438062,1.320168173,1.096729832,1.227553504,1.020117034,1.204351717,1.056438062,1.096729832,1.096729832,1.096729832,1.320168173,1.227553504,1.227553504,1.227553504,1.204351717,1.227553504,1.227553504,1.211205428,1.227553504,1.227553504,1.056438062,1.056438062,1.056438062,1.056438062,1.096729832,1.134723751
2549,1.02678624,1.206399057,1.206399057,1.02678624,1.02678624,1.02678624,1.024839798,1.024839798,1.02678624,1.02678624,1.02678624,1.087624425,1.087624425,1.310531909,1.088094164,1.247352754,1.024839798,1.266113343,1.087624425,1.088094164,1.088094164,1.088094164,1.310531909,1.247352754,1.247352754,1.247352754,1.266113343,1.247352754,1.247352754,1.206399057,1.247352754,1.247352754,1.087624425,1.087624425,1.087624425,1.087624425,1.088094164,1.155449299
2550,1.039157158,1.201592686,1.201592686,1.039157158,1.039157158,1.039157158,1.095681259,1.095681259,1.039157158,1.039157158,1.039157158,1.087624425,1.087624425,1.315350041,1.088094164,1.252302567,1.095681259,1.292582612,1.087624425,1.088094164,1.088094164,1.088094164,1.315350041,1.252302567,1.252302567,1.252302567,1.292582612,1.252302567,1.252302567,1.201592686,1.252302567,1.252302567,1.087624425,1.087624425,1.087624425,1.087624425,1.088094164,1.165812073
2551,1.0226626,1.206399057,1.206399057,1.0226626,1.0226626,1.0226626,1.03900809,1.03900809,1.0226626,1.0226626,1.0226626,1.04084488,1.04084488,1.300895645,1.08377633,1.277051629,1.03900809,1.204351717,1.04084488,1.08377633,1.08377633,1.08377633,1.300895645,1.277051629,1.277051629,1.277051629,1.204351717,1.277051629,1.277051629,1.206399057,1.277051629,1.277051629,1.04084488,1.04084488,1.04084488,1.04084488,1.08377633,1.139905138
2552,0.960808007,1.201592686,1.201592686,0.960808007,0.960808007,0.960808007,0.944552809,0.944552809,0.960808007,0.960808007,0.960808007,0.978472153,0.978472153,1.228623664,1.057869326,1.242402942,0.944552809,1.094063098,0.978472153,1.057869326,1.057869326,1.057869326,1.228623664,1.242402942,1.242402942,1.242402942,1.094063098,1.242402942,1.242402942,1.201592686,1.242402942,1.242402942,0.978472153,0.978472153,0.978472153,0.978472153,1.057869326,1.077728494
2553,0.886582496,1.16314172,1.16314172,0.886582496,0.886582496,0.886582496,0.802869888,0.802869888,0.886582496,0.886582496,0.886582496,0.877116472,0.877116472,1.12262476,1.023326654,1.207754254,0.802869888,0.997009114,0.877116472,1.023326654,1.023326654,1.023326654,1.12262476,1.207754254,1.207754254,1.207754254,0.997009114,1.207754254,1.207754254,1.16314172,1.207754254,1.207754254,0.877116472,0.877116472,0.877116472,0.877116472,1.023326654,0.994826302
2554,0.84946974,1.124690754,1.124690754,0.84946974,0.84946974,0.84946974,0.722582899,0.722582899,0.84946974,0.84946974,0.84946974,0.775760791,0.775760791,1.016625856,1.019008821,1.148356504,0.722582899,0.869074316,0.775760791,1.019008821,1.019008821,1.019008821,1.016625856,1.148356504,1.148356504,1.148356504,0.869074316,1.148356504,1.148356504,1.124690754,1.148356504,1.148356504,0.775760791,0.775760791,0.775760791,0.775760791,1.019008821,0.958556593
2555,0.795862427,1.09585253,1.09585253,0.795862427,0.795862427,0.795862427,0.689523551,0.689523551,0.795862427,0.795862427,0.795862427,0.709489768,0.709489768,0.958808271,0.988783983,1.059259879,0.689523551,0.723493339,0.709489768,0.988783983,0.988783983,0.988783983,0.958808271,1.059259879,1.059259879,1.059259879,0.723493339,1.059259879,1.059259879,1.09585253,1.059259879,1.059259879,0.709489768,0.709489768,0.709489768,0.709489768,0.988783983,0.922286884
2556,0.791738787,1.09585253,1.09585253,0.791738787,0.791738787,0.791738787,0.637573146,0.637573146,0.791738787,0.791738787,0.791738787,0.651015337,0.651015337,0.929899479,0.880838133,1.024611191,0.637573146,0.657320168,0.651015337,0.880838133,0.880838133,0.880838133,0.929899479,1.024611191,1.024611191,1.024611191,0.657320168,1.024611191,1.024611191,1.09585253,1.024611191,1.024611191,0.651015337,0.651015337,0.651015337,0.651015337,0.880838133,0.870473014
2557,0.779367869,1.129497125,1.129497125,0.779367869,0.779367869,0.779367869,0.665909731,0.665909731,0.779367869,0.779367869,0.779367869,0.623727269,0.623727269,0.905808819,0.798799287,0.940464378,0.665909731,0.617616265,0.623727269,0.798799287,0.798799287,0.798799287,0.905808819,0.940464378,0.940464378,0.940464378,0.617616265,0.940464378,0.940464378,1.129497125,0.940464378,0.940464378,0.623727269,0.623727269,0.623727269,0.623727269,0.798799287,0.803114984
2558,0.701018718,1.115078013,1.115078013,0.701018718,0.701018718,0.701018718,0.61868209,0.61868209,0.701018718,0.701018718,0.701018718,0.612032383,0.612032383,0.886536291,0.803117121,0.881066628,0.61868209,0.608793176,0.612032383,0.803117121,0.803117121,0.803117121,0.886536291,0.881066628,0.881066628,0.881066628,0.608793176,0.881066628,0.881066628,1.115078013,0.881066628,0.881066628,0.612032383,0.612032383,0.612032383,0.612032383,0.803117121,0.751301114
2559,0.696895078,1.09585253,1.09585253,0.696895078,0.696895078,0.696895078,0.599791034,0.599791034,0.696895078,0.696895078,0.696895078,0.608134087,0.608134087,0.886536291,0.764256615,0.866217191,0.599791034,0.582323907,0.608134087,0.764256615,0.764256615,0.764256615,0.886536291,0.866217191,0.866217191,0.866217191,0.582323907,0.866217191,0.866217191,1.09585253,0.866217191,0.866217191,0.608134087,0.608134087,0.608134087,0.608134087,0.764256615,0.678761696
2560,0.709265997,1.09585253,1.09585253,0.709265997,0.709265997,0.709265997,0.651741438,0.651741438,0.709265997,0.709265997,0.709265997,0.615930678,0.615930678,0.876900027,0.811752789,0.831568503,0.651741438,0.564677728,0.615930678,0.811752789,0.811752789,0.811752789,0.876900027,0.831568503,0.831568503,0.831568503,0.564677728,0.831568503,0.831568503,1.09585253,0.831568503,0.831568503,0.615930678,0.615930678,0.615930678,0.615930678,0.811752789,0.683943083
2561,0.729884194,1.09585253,1.09585253,0.729884194,0.729884194,0.729884194,0.623404854,0.623404854,0.729884194,0.729884194,0.729884194,0.615930678,0.615930678,0.881718159,0.850613295,0.841468128,0.623404854,0.573500818,0.615930678,0.850613295,0.850613295,0.850613295,0.881718159,0.841468128,0.841468128,0.841468128,0.573500818,0.841468128,0.841468128,1.09585253,0.841468128,0.841468128,0.615930678,0.615930678,0.615930678,0.615930678,0.850613295,0.658036148
2562,0.762873311,1.105465272,1.105465272,0.762873311,0.762873311,0.762873311,0.661186966,0.661186966,0.762873311,0.762873311,0.762873311,0.674405109,0.674405109,0.881718159,0.898109469,0.866217191,0.661186966,0.586735452,0.674405109,0.898109469,0.898109469,0.898109469,0.881718159,0.866217191,0.866217191,0.866217191,0.586735452,0.866217191,0.866217191,1.105465272,0.866217191,0.866217191,0.674405109,0.674405109,0.674405109,0.674405109,0.898109469,0.683943083
2563,0.828851543,1.129497125,1.129497125,0.828851543,0.828851543,0.828851543,0.722582899,0.722582899,0.828851543,0.828851543,0.828851543,0.744574427,0.744574427,0.915445083,0.958559145,0.876116816,0.722582899,0.661731713,0.744574427,0.958559145,0.958559145,0.958559145,0.915445083,0.876116816,0.876116816,0.876116816,0.661731713,0.876116816,0.876116816,1.129497125,0.876116816,0.876116816,0.744574427,0.744574427,0.744574427,0.744574427,0.958559145,0.787570823
2564,0.882458857,1.148722608,1.148722608,0.882458857,0.882458857,0.882458857,0.812315416,0.812315416,0.882458857,0.882458857,0.882458857,0.810845449,0.810845449,0.968444535,1.014690987,0.975113066,0.812315416,0.78966651,0.810845449,1.014690987,1.014690987,1.014690987,0.968444535,0.975113066,0.975113066,0.975113066,0.78966651,0.975113066,0.975113066,1.148722608,0.975113066,0.975113066,0.810845449,0.810845449,0.810845449,0.810845449,1.014690987,0.860110241
