hour,DE11,DE12,DE13,DE14,DE21,DE22,DE23,DE24,DE25,DE26,DE27,DE30,DE40,DE50,DE60,DE71,DE72,DE73,DE80,DE91,DE92,DE93,DE94,DEA1,DEA2,DEA3,DEA4,DEA5,DEB1,DEB2,DEB3,DEC0,DED2,DED4,DED5,DEE0,DEF0,DEG0
8199,1.307193727,1.427492111,1.427492111,1.307193727,1.307193727,1.307193727,1.430997506,1.430997506,1.307193727,1.307193727,1.307193727,1.477453968,1.477453968,1.387622021,1.351482037,1.217653879,1.430997506,1.191117083,1.477453968,1.351482037,1.351482037,1.351482037,1.387622021,1.217653879,1.217653879,1.217653879,1.191117083,1.217653879,1.217653879,1.427492111,1.217653879,1.217653879,1.477453968,1.477453968,1.477453968,1.477453968,1.351482037,1.367886166
8200,1.327811924,1.441911224,1.441911224,1.327811924,1.327811924,1.327811924,1.430997506,1.430997506,1.327811924,1.327811924,1.327811924,1.524233513,1.524233513,1.387622021,1.347164203,1.227553504,1.430997506,1.208763262,1.524233513,1.347164203,1.347164203,1.347164203,1.387622021,1.227553504,1.227553504,1.227553504,1.208763262,1.227553504,1.227553504,1.441911224,1.227553504,1.227553504,1.524233513,1.524233513,1.524233513,1.524233513,1.347164203,1.367886166
8201,1.340182843,1.499587673,1.499587673,1.340182843,1.340182843,1.340182843,1.426274742,1.426274742,1.340182843,1.340182843,1.340182843,1.555419877,1.555419877,1.387622021,1.360117705,1.331499567,1.426274742,1.221997896,1.555419877,1.360117705,1.360117705,1.360117705,1.387622021,1.331499567,1.331499567,1.331499567,1.221997896,1.331499567,1.331499567,1.499587673,1.331499567,1.331499567,1.555419877,1.555419877,1.555419877,1.555419877,1.360117705,1.373067553
8202,1.336059203,1.557264122,1.557264122,1.336059203,1.336059203,1.336059203,1.402660922,1.402660922,1.336059203,1.336059203,1.336059203,1.559318172,1.559318172,1.387622021,1.360117705,1.346349005,1.402660922,1.257290254,1.559318172,1.360117705,1.360117705,1.360117705,1.387622021,1.346349005,1.346349005,1.346349005,1.257290254,1.346349005,1.346349005,1.557264122,1.346349005,1.346349005,1.559318172,1.559318172,1.559318172,1.559318172,1.360117705,1.367886166
8203,1.344306482,1.600521458,1.600521458,1.344306482,1.344306482,1.344306482,1.38849263,1.38849263,1.344306482,1.344306482,1.344306482,1.574911354,1.574911354,1.416530813,1.360117705,1.390897317,1.38849263,1.252878709,1.574911354,1.360117705,1.360117705,1.360117705,1.416530813,1.390897317,1.390897317,1.390897317,1.252878709,1.390897317,1.390897317,1.600521458,1.390897317,1.390897317,1.574911354,1.574911354,1.574911354,1.574911354,1.360117705,1.362704779
8204,1.352553761,1.638972424,1.638972424,1.352553761,1.352553761,1.352553761,1.393215394,1.393215394,1.352553761,1.352553761,1.352553761,1.582707945,1.582707945,1.406894549,1.351482037,1.380997692,1.393215394,1.23523253,1.582707945,1.351482037,1.351482037,1.351482037,1.406894549,1.380997692,1.380997692,1.380997692,1.23523253,1.380997692,1.380997692,1.638972424,1.380997692,1.380997692,1.582707945,1.582707945,1.582707945,1.582707945,1.351482037,1.357523392
8205,1.36904832,1.629359683,1.629359683,1.36904832,1.36904832,1.36904832,1.383769866,1.383769866,1.36904832,1.36904832,1.36904832,1.598301126,1.598301126,1.402076417,1.450792219,1.47504413,1.383769866,1.221997896,1.598301126,1.450792219,1.450792219,1.450792219,1.402076417,1.47504413,1.47504413,1.47504413,1.221997896,1.47504413,1.47504413,1.629359683,1.47504413,1.47504413,1.598301126,1.598301126,1.598301126,1.598301126,1.450792219,1.347160618
8206,1.36904832,1.614940571,1.614940571,1.36904832,1.36904832,1.36904832,1.379047101,1.379047101,1.36904832,1.36904832,1.36904832,1.617792604,1.617792604,1.397258285,1.485334891,1.489893568,1.379047101,1.221997896,1.617792604,1.485334891,1.485334891,1.485334891,1.397258285,1.489893568,1.489893568,1.489893568,1.221997896,1.489893568,1.489893568,1.614940571,1.489893568,1.489893568,1.617792604,1.617792604,1.617792604,1.617792604,1.485334891,1.347160618
8207,1.36492468,1.648585166,1.648585166,1.36492468,1.36492468,1.36492468,1.369601573,1.369601573,1.36492468,1.36492468,1.36492468,1.637284081,1.637284081,1.421348945,1.506924061,1.529492068,1.369601573,1.248467164,1.637284081,1.506924061,1.506924061,1.506924061,1.421348945,1.529492068,1.529492068,1.529492068,1.248467164,1.529492068,1.529492068,1.648585166,1.529492068,1.529492068,1.637284081,1.637284081,1.637284081,1.637284081,1.506924061,1.341979231
8208,1.36904832,1.672617019,1.672617019,1.36904832,1.36904832,1.36904832,1.369601573,1.369601573,1.36904832,1.36904832,1.36904832,1.660673853,1.660673853,1.445439605,1.532831065,1.430495818,1.369601573,1.248467164,1.660673853,1.532831065,1.532831065,1.532831065,1.445439605,1.430495818,1.430495818,1.430495818,1.248467164,1.430495818,1.430495818,1.672617019,1.430495818,1.430495818,1.660673853,1.660673853,1.660673853,1.660673853,1.532831065,1.331616457
8209,1.36904832,1.691842502,1.691842502,1.36904832,1.36904832,1.36904832,1.374324337,1.374324337,1.36904832,1.36904832,1.36904832,1.67236874,1.67236874,1.464712133,1.528513231,1.49484338,1.374324337,1.296994157,1.67236874,1.528513231,1.528513231,1.528513231,1.464712133,1.49484338,1.49484338,1.49484338,1.296994157,1.49484338,1.49484338,1.691842502,1.49484338,1.49484338,1.67236874,1.67236874,1.67236874,1.67236874,1.528513231,1.310890909
8210,1.381419238,1.682229761,1.682229761,1.381419238,1.381419238,1.381419238,1.369601573,1.369601573,1.381419238,1.381419238,1.381419238,1.676267035,1.676267035,1.469530265,1.537148899,1.470094318,1.369601573,1.292582612,1.676267035,1.537148899,1.537148899,1.537148899,1.469530265,1.470094318,1.470094318,1.470094318,1.292582612,1.470094318,1.470094318,1.682229761,1.470094318,1.470094318,1.676267035,1.676267035,1.676267035,1.676267035,1.537148899,1.284983974
8211,1.393790157,1.687036132,1.687036132,1.393790157,1.393790157,1.393790157,1.360156045,1.360156045,1.393790157,1.393790157,1.393790157,1.699656808,1.699656808,1.498439057,1.537148899,1.440395443,1.360156045,1.266113343,1.699656808,1.537148899,1.537148899,1.537148899,1.498439057,1.440395443,1.440395443,1.440395443,1.266113343,1.440395443,1.440395443,1.687036132,1.440395443,1.440395443,1.699656808,1.699656808,1.699656808,1.699656808,1.537148899,1.264258426
8212,1.402037436,1.691842502,1.691842502,1.402037436,1.402037436,1.402037436,1.360156045,1.360156045,1.402037436,1.402037436,1.402037436,1.68016533,1.68016533,1.512893453,1.545784567,1.578990193,1.360156045,1.257290254,1.68016533,1.545784567,1.545784567,1.545784567,1.512893453,1.578990193,1.578990193,1.578990193,1.257290254,1.578990193,1.578990193,1.691842502,1.578990193,1.578990193,1.68016533,1.68016533,1.68016533,1.68016533,1.545784567,1.253895652
8213,1.410284715,1.725487098,1.725487098,1.410284715,1.410284715,1.410284715,1.350710517,1.350710517,1.410284715,1.410284715,1.410284715,1.668470444,1.668470444,1.512893453,1.550102401,1.509692818,1.350710517,1.23523253,1.668470444,1.550102401,1.550102401,1.550102401,1.512893453,1.509692818,1.509692818,1.509692818,1.23523253,1.509692818,1.509692818,1.725487098,1.509692818,1.509692818,1.668470444,1.668470444,1.668470444,1.668470444,1.550102401,1.269439813
8214,1.410284715,1.711067985,1.711067985,1.410284715,1.410284715,1.410284715,1.341264989,1.341264989,1.410284715,1.410284715,1.410284715,1.687961921,1.687961921,1.512893453,1.567373737,1.53444188,1.341264989,1.230820985,1.687961921,1.567373737,1.567373737,1.567373737,1.512893453,1.53444188,1.53444188,1.53444188,1.230820985,1.53444188,1.53444188,1.711067985,1.53444188,1.53444188,1.687961921,1.687961921,1.687961921,1.687961921,1.567373737,1.264258426
8215,1.410284715,1.715874356,1.715874356,1.410284715,1.410284715,1.410284715,1.345987753,1.345987753,1.410284715,1.410284715,1.410284715,1.695758512,1.695758512,1.517711585,1.541466733,1.509692818,1.345987753,1.217586351,1.695758512,1.541466733,1.541466733,1.541466733,1.517711585,1.509692818,1.509692818,1.509692818,1.217586351,1.509692818,1.509692818,1.715874356,1.509692818,1.509692818,1.695758512,1.695758512,1.695758512,1.695758512,1.541466733,1.284983974
8216,1.397913796,1.720680727,1.720680727,1.397913796,1.397913796,1.397913796,1.331819461,1.331819461,1.397913796,1.397913796,1.397913796,1.719148285,1.719148285,1.522529717,1.576009405,1.544341505,1.331819461,1.204351717,1.719148285,1.576009405,1.576009405,1.576009405,1.522529717,1.544341505,1.544341505,1.544341505,1.204351717,1.544341505,1.544341505,1.720680727,1.544341505,1.544341505,1.719148285,1.719148285,1.719148285,1.719148285,1.576009405,1.269439813
8217,1.397913796,1.735099839,1.735099839,1.397913796,1.397913796,1.397913796,1.322373933,1.322373933,1.397913796,1.397913796,1.397913796,1.738639762,1.738639762,1.517711585,1.571691571,1.55424113,1.322373933,1.191117083,1.738639762,1.571691571,1.571691571,1.571691571,1.517711585,1.55424113,1.55424113,1.55424113,1.191117083,1.55424113,1.55424113,1.735099839,1.55424113,1.55424113,1.738639762,1.738639762,1.738639762,1.738639762,1.571691571,1.2746212
8218,1.397913796,1.576489605,1.576489605,1.397913796,1.397913796,1.397913796,1.308205641,1.308205641,1.397913796,1.397913796,1.397913796,1.652877262,1.652877262,1.508075321,1.506924061,1.529492068,1.308205641,1.173470904,1.652877262,1.506924061,1.506924061,1.506924061,1.508075321,1.529492068,1.529492068,1.529492068,1.173470904,1.529492068,1.529492068,1.576489605,1.529492068,1.529492068,1.652877262,1.652877262,1.652877262,1.652877262,1.506924061,1.233170104
8219,1.381419238,1.48516856,1.48516856,1.381419238,1.381419238,1.381419238,1.294037349,1.294037349,1.381419238,1.381419238,1.381419238,1.590504536,1.590504536,1.488802793,1.450792219,1.509692818,1.294037349,1.133767001,1.590504536,1.450792219,1.450792219,1.450792219,1.488802793,1.509692818,1.509692818,1.509692818,1.133767001,1.509692818,1.509692818,1.48516856,1.509692818,1.509692818,1.590504536,1.590504536,1.590504536,1.590504536,1.450792219,1.227988717
8220,1.36492468,1.374622033,1.374622033,1.36492468,1.36492468,1.36492468,1.260978,1.260978,1.36492468,1.36492468,1.36492468,1.54372499,1.54372499,1.474348397,1.373071207,1.504743005,1.260978,1.107297732,1.54372499,1.373071207,1.373071207,1.373071207,1.474348397,1.504743005,1.504743005,1.504743005,1.107297732,1.504743005,1.504743005,1.374622033,1.504743005,1.504743005,1.54372499,1.54372499,1.54372499,1.54372499,1.373071207,1.202081782
8221,1.360801041,1.336171067,1.336171067,1.360801041,1.360801041,1.360801041,1.251532472,1.251532472,1.360801041,1.360801041,1.360801041,1.528131809,1.528131809,1.450257737,1.308303698,1.47504413,1.251532472,1.098474643,1.528131809,1.308303698,1.308303698,1.308303698,1.450257737,1.47504413,1.47504413,1.47504413,1.098474643,1.47504413,1.47504413,1.336171067,1.47504413,1.47504413,1.528131809,1.528131809,1.528131809,1.528131809,1.308303698,1.145086525
8222,1.356677401,1.307332843,1.307332843,1.356677401,1.356677401,1.356677401,1.256255236,1.256255236,1.356677401,1.356677401,1.356677401,1.504742036,1.504742036,1.450257737,1.282396694,1.489893568,1.256255236,1.076416919,1.504742036,1.282396694,1.282396694,1.282396694,1.450257737,1.489893568,1.489893568,1.489893568,1.076416919,1.489893568,1.489893568,1.307332843,1.489893568,1.489893568,1.504742036,1.504742036,1.504742036,1.504742036,1.282396694,1.129542364
8223,1.356677401,1.35539655,1.35539655,1.356677401,1.356677401,1.356677401,1.270423528,1.270423528,1.356677401,1.356677401,1.356677401,1.524233513,1.524233513,1.445439605,1.29966803,1.489893568,1.270423528,1.085240009,1.524233513,1.29966803,1.29966803,1.29966803,1.445439605,1.489893568,1.489893568,1.489893568,1.085240009,1.489893568,1.489893568,1.35539655,1.489893568,1.489893568,1.524233513,1.524233513,1.524233513,1.524233513,1.29966803,1.103635429
8224,1.36492468,1.379428404,1.379428404,1.36492468,1.36492468,1.36492468,1.308205641,1.308205641,1.36492468,1.36492468,1.36492468,1.532030104,1.532030104,1.445439605,1.381706875,1.465144505,1.308205641,1.089651553,1.532030104,1.381706875,1.381706875,1.381706875,1.445439605,1.465144505,1.465144505,1.465144505,1.089651553,1.465144505,1.465144505,1.379428404,1.465144505,1.465144505,1.532030104,1.532030104,1.532030104,1.532030104,1.381706875,1.155449299
8225,1.377295599,1.446717594,1.446717594,1.377295599,1.377295599,1.377295599,1.369601573,1.369601573,1.377295599,1.377295599,1.377295599,1.532030104,1.532030104,1.455075869,1.446474385,1.504743005,1.369601573,1.14259009,1.532030104,1.446474385,1.446474385,1.446474385,1.455075869,1.504743005,1.504743005,1.504743005,1.14259009,1.504743005,1.504743005,1.446717594,1.504743005,1.504743005,1.532030104,1.532030104,1.532030104,1.532030104,1.446474385,1.207263169
8226,1.385542878,1.552457751,1.552457751,1.385542878,1.385542878,1.385542878,1.402660922,1.402660922,1.385542878,1.385542878,1.385542878,1.54372499,1.54372499,1.459894001,1.442156551,1.509692818,1.402660922,1.164647814,1.54372499,1.442156551,1.442156551,1.442156551,1.459894001,1.509692818,1.509692818,1.509692818,1.164647814,1.509692818,1.509692818,1.552457751,1.509692818,1.509692818,1.54372499,1.54372499,1.54372499,1.54372499,1.442156551,1.191719008
8227,1.385542878,1.557264122,1.557264122,1.385542878,1.385542878,1.385542878,1.430997506,1.430997506,1.385542878,1.385542878,1.385542878,1.5359284,1.5359284,1.464712133,1.455110053,1.51464263,1.430997506,1.160236269,1.5359284,1.455110053,1.455110053,1.455110053,1.464712133,1.51464263,1.51464263,1.51464263,1.160236269,1.51464263,1.51464263,1.557264122,1.51464263,1.51464263,1.5359284,1.5359284,1.5359284,1.5359284,1.455110053,1.207263169
8228,1.381419238,1.538038639,1.538038639,1.381419238,1.381419238,1.381419238,1.473502382,1.473502382,1.381419238,1.381419238,1.381419238,1.54372499,1.54372499,1.455075869,1.481017057,1.499793193,1.473502382,1.199940172,1.54372499,1.481017057,1.481017057,1.481017057,1.455075869,1.499793193,1.499793193,1.499793193,1.199940172,1.499793193,1.499793193,1.538038639,1.499793193,1.499793193,1.54372499,1.54372499,1.54372499,1.54372499,1.481017057,1.22280733
8229,1.377295599,1.562070492,1.562070492,1.377295599,1.377295599,1.377295599,1.473502382,1.473502382,1.377295599,1.377295599,1.377295599,1.582707945,1.582707945,1.455075869,1.463745721,1.559190943,1.473502382,1.199940172,1.582707945,1.463745721,1.463745721,1.463745721,1.455075869,1.559190943,1.559190943,1.559190943,1.199940172,1.559190943,1.559190943,1.562070492,1.559190943,1.559190943,1.582707945,1.582707945,1.582707945,1.582707945,1.463745721,1.227988717
8230,1.373171959,1.571683234,1.571683234,1.373171959,1.373171959,1.373171959,1.497116203,1.497116203,1.373171959,1.373171959,1.373171959,1.606097717,1.606097717,1.450257737,1.489652725,1.559190943,1.497116203,1.195528627,1.606097717,1.489652725,1.489652725,1.489652725,1.450257737,1.559190943,1.559190943,1.559190943,1.195528627,1.559190943,1.559190943,1.571683234,1.559190943,1.559190943,1.606097717,1.606097717,1.606097717,1.606097717,1.489652725,1.217625943
8231,1.377295599,1.571683234,1.571683234,1.377295599,1.377295599,1.377295599,1.501838967,1.501838967,1.377295599,1.377295599,1.377295599,1.590504536,1.590504536,1.450257737,1.489652725,1.578990193,1.501838967,1.199940172,1.590504536,1.489652725,1.489652725,1.489652725,1.450257737,1.578990193,1.578990193,1.578990193,1.199940172,1.578990193,1.578990193,1.571683234,1.578990193,1.578990193,1.590504536,1.590504536,1.590504536,1.590504536,1.489652725,1.227988717
8232,1.377295599,1.581295975,1.581295975,1.377295599,1.377295599,1.377295599,1.558512135,1.558512135,1.377295599,1.377295599,1.377295599,1.58660624,1.58660624,1.445439605,1.481017057,1.593839631,1.558512135,1.186705538,1.58660624,1.481017057,1.481017057,1.481017057,1.445439605,1.593839631,1.593839631,1.593839631,1.186705538,1.593839631,1.593839631,1.581295975,1.593839631,1.593839631,1.58660624,1.58660624,1.58660624,1.58660624,1.481017057,1.253895652
8233,1.36904832,1.648585166,1.648585166,1.36904832,1.36904832,1.36904832,1.596294248,1.596294248,1.36904832,1.36904832,1.36904832,1.555419877,1.555419877,1.440621473,1.511241895,1.628488318,1.596294248,1.191117083,1.555419877,1.511241895,1.511241895,1.511241895,1.440621473,1.628488318,1.628488318,1.628488318,1.191117083,1.628488318,1.628488318,1.648585166,1.628488318,1.628488318,1.555419877,1.555419877,1.555419877,1.555419877,1.511241895,1.310890909
8234,1.36904832,1.658197907,1.658197907,1.36904832,1.36904832,1.36904832,1.615185304,1.615185304,1.36904832,1.36904832,1.36904832,1.551521581,1.551521581,1.440621473,1.532831065,1.628488318,1.615185304,1.199940172,1.551521581,1.532831065,1.532831065,1.532831065,1.440621473,1.628488318,1.628488318,1.628488318,1.199940172,1.628488318,1.628488318,1.658197907,1.628488318,1.628488318,1.551521581,1.551521581,1.551521581,1.551521581,1.532831065,1.305709522
8235,1.360801041,1.523619526,1.523619526,1.360801041,1.360801041,1.360801041,1.605739776,1.605739776,1.360801041,1.360801041,1.360801041,1.551521581,1.551521581,1.430985209,1.528513231,1.633438131,1.605739776,1.208763262,1.551521581,1.528513231,1.528513231,1.528513231,1.430985209,1.633438131,1.633438131,1.633438131,1.208763262,1.633438131,1.633438131,1.523619526,1.633438131,1.633438131,1.551521581,1.551521581,1.551521581,1.551521581,1.528513231,1.316072296
8236,1.36904832,1.6101342,1.6101342,1.36904832,1.36904832,1.36904832,1.567957663,1.567957663,1.36904832,1.36904832,1.36904832,1.551521581,1.551521581,1.411712681,1.498288393,1.633438131,1.567957663,1.208763262,1.551521581,1.498288393,1.498288393,1.498288393,1.411712681,1.633438131,1.633438131,1.633438131,1.208763262,1.633438131,1.633438131,1.6101342,1.633438131,1.633438131,1.551521581,1.551521581,1.551521581,1.551521581,1.498288393,1.310890909
8237,1.373171959,1.667810649,1.667810649,1.373171959,1.373171959,1.373171959,1.549066607,1.549066607,1.373171959,1.373171959,1.373171959,1.5359284,1.5359284,1.411712681,1.498288393,1.623538506,1.549066607,1.213174806,1.5359284,1.498288393,1.498288393,1.498288393,1.411712681,1.623538506,1.623538506,1.623538506,1.213174806,1.623538506,1.623538506,1.667810649,1.623538506,1.623538506,1.5359284,1.5359284,1.5359284,1.5359284,1.498288393,1.321253683
8238,1.389666517,1.711067985,1.711067985,1.389666517,1.389666517,1.389666517,1.549066607,1.549066607,1.389666517,1.389666517,1.389666517,1.528131809,1.528131809,1.406894549,1.493970559,1.613638881,1.549066607,1.213174806,1.528131809,1.493970559,1.493970559,1.493970559,1.406894549,1.613638881,1.613638881,1.613638881,1.213174806,1.613638881,1.613638881,1.711067985,1.613638881,1.613638881,1.528131809,1.528131809,1.528131809,1.528131809,1.493970559,1.336797844
8239,1.389666517,1.711067985,1.711067985,1.389666517,1.389666517,1.389666517,1.549066607,1.549066607,1.389666517,1.389666517,1.389666517,1.524233513,1.524233513,1.397258285,1.489652725,1.603739256,1.549066607,1.226409441,1.524233513,1.489652725,1.489652725,1.489652725,1.397258285,1.603739256,1.603739256,1.603739256,1.226409441,1.603739256,1.603739256,1.711067985,1.603739256,1.603739256,1.524233513,1.524233513,1.524233513,1.524233513,1.489652725,1.321253683
8240,1.389666517,1.754325322,1.754325322,1.389666517,1.389666517,1.389666517,1.563234899,1.563234899,1.389666517,1.389666517,1.389666517,1.5359284,1.5359284,1.397258285,1.481017057,1.588889818,1.563234899,1.217586351,1.5359284,1.481017057,1.481017057,1.481017057,1.397258285,1.588889818,1.588889818,1.588889818,1.217586351,1.588889818,1.588889818,1.754325322,1.588889818,1.588889818,1.5359284,1.5359284,1.5359284,1.5359284,1.481017057,1.321253683
8241,1.389666517,1.749518951,1.749518951,1.389666517,1.389666517,1.389666517,1.544343843,1.544343843,1.389666517,1.389666517,1.389666517,1.547623286,1.547623286,1.402076417,1.485334891,1.588889818,1.544343843,1.213174806,1.547623286,1.485334891,1.485334891,1.485334891,1.402076417,1.588889818,1.588889818,1.588889818,1.213174806,1.588889818,1.588889818,1.749518951,1.588889818,1.588889818,1.547623286,1.547623286,1.547623286,1.547623286,1.485334891,1.321253683
8242,1.377295599,1.629359683,1.629359683,1.377295599,1.377295599,1.377295599,1.516007259,1.516007259,1.377295599,1.377295599,1.377295599,1.547623286,1.547623286,1.368349493,1.424885215,1.574040381,1.516007259,1.195528627,1.547623286,1.424885215,1.424885215,1.424885215,1.368349493,1.574040381,1.574040381,1.574040381,1.195528627,1.574040381,1.574040381,1.629359683,1.574040381,1.574040381,1.547623286,1.547623286,1.547623286,1.547623286,1.424885215,1.227988717
8243,1.348430122,1.576489605,1.576489605,1.348430122,1.348430122,1.348430122,1.45933409,1.45933409,1.348430122,1.348430122,1.348430122,1.516436922,1.516436922,1.368349493,1.373071207,1.55424113,1.45933409,1.186705538,1.516436922,1.373071207,1.373071207,1.373071207,1.368349493,1.55424113,1.55424113,1.55424113,1.186705538,1.55424113,1.55424113,1.576489605,1.55424113,1.55424113,1.516436922,1.516436922,1.516436922,1.516436922,1.373071207,1.227988717
8244,1.27832825,1.557264122,1.557264122,1.27832825,1.27832825,1.27832825,1.440443034,1.440443034,1.27832825,1.27832825,1.27832825,1.512538627,1.512538627,1.334622569,1.29966803,1.529492068,1.440443034,1.147001635,1.512538627,1.29966803,1.29966803,1.29966803,1.334622569,1.529492068,1.529492068,1.529492068,1.147001635,1.529492068,1.529492068,1.557264122,1.529492068,1.529492068,1.512538627,1.512538627,1.512538627,1.512538627,1.29966803,1.207263169
8245,1.237091855,1.533232268,1.533232268,1.237091855,1.237091855,1.237091855,1.355433281,1.355433281,1.237091855,1.237091855,1.237091855,1.504742036,1.504742036,1.296077513,1.273761026,1.499793193,1.355433281,1.164647814,1.504742036,1.273761026,1.273761026,1.273761026,1.296077513,1.499793193,1.499793193,1.499793193,1.164647814,1.499793193,1.499793193,1.533232268,1.499793193,1.499793193,1.504742036,1.504742036,1.504742036,1.504742036,1.273761026,1.165812073
8246,1.241215495,1.523619526,1.523619526,1.241215495,1.241215495,1.241215495,1.379047101,1.379047101,1.241215495,1.241215495,1.241215495,1.489148854,1.489148854,1.286441248,1.25648969,1.544341505,1.379047101,1.177882448,1.489148854,1.25648969,1.25648969,1.25648969,1.286441248,1.544341505,1.544341505,1.544341505,1.177882448,1.544341505,1.544341505,1.523619526,1.544341505,1.544341505,1.489148854,1.489148854,1.489148854,1.489148854,1.25648969,1.160630686
8247,1.224720936,1.514006785,1.514006785,1.224720936,1.224720936,1.224720936,1.421551978,1.421551978,1.224720936,1.224720936,1.224720936,1.469657377,1.469657377,1.271986852,1.265125358,1.55424113,1.421551978,1.186705538,1.469657377,1.265125358,1.265125358,1.265125358,1.271986852,1.55424113,1.55424113,1.55424113,1.186705538,1.55424113,1.55424113,1.514006785,1.55424113,1.55424113,1.469657377,1.469657377,1.469657377,1.469657377,1.265125358,1.176174847
8248,1.28245189,1.538038639,1.538038639,1.28245189,1.28245189,1.28245189,1.492393439,1.492393439,1.28245189,1.28245189,1.28245189,1.4501659,1.4501659,1.257532456,1.312621532,1.544341505,1.492393439,1.186705538,1.4501659,1.312621532,1.312621532,1.312621532,1.257532456,1.544341505,1.544341505,1.544341505,1.186705538,1.544341505,1.544341505,1.538038639,1.544341505,1.544341505,1.4501659,1.4501659,1.4501659,1.4501659,1.312621532,1.202081782
8249,1.352553761,1.518813156,1.518813156,1.352553761,1.352553761,1.352553761,1.530175551,1.530175551,1.352553761,1.352553761,1.352553761,1.426776127,1.426776127,1.233441796,1.329892867,1.53444188,1.530175551,1.195528627,1.426776127,1.329892867,1.329892867,1.329892867,1.233441796,1.53444188,1.53444188,1.53444188,1.195528627,1.53444188,1.53444188,1.518813156,1.53444188,1.53444188,1.426776127,1.426776127,1.426776127,1.426776127,1.329892867,1.217625943
8250,1.389666517,1.504394043,1.504394043,1.389666517,1.389666517,1.389666517,1.601017012,1.601017012,1.389666517,1.389666517,1.389666517,1.403386355,1.403386355,1.209351136,1.351482037,1.539391693,1.601017012,1.208763262,1.403386355,1.351482037,1.351482037,1.351482037,1.209351136,1.539391693,1.539391693,1.539391693,1.208763262,1.539391693,1.539391693,1.504394043,1.539391693,1.539391693,1.403386355,1.403386355,1.403386355,1.403386355,1.351482037,1.238351491
8251,1.439150191,1.509200414,1.509200414,1.439150191,1.439150191,1.439150191,1.605739776,1.605739776,1.439150191,1.439150191,1.439150191,1.399488059,1.399488059,1.175624212,1.355799871,1.578990193,1.605739776,1.199940172,1.399488059,1.355799871,1.355799871,1.355799871,1.175624212,1.578990193,1.578990193,1.578990193,1.199940172,1.578990193,1.578990193,1.509200414,1.578990193,1.578990193,1.399488059,1.399488059,1.399488059,1.399488059,1.355799871,1.248714265
8252,1.463892028,1.523619526,1.523619526,1.463892028,1.463892028,1.463892028,1.615185304,1.615185304,1.463892028,1.463892028,1.463892028,1.376098287,1.376098287,1.17080608,1.377389041,1.564140755,1.615185304,1.191117083,1.376098287,1.377389041,1.377389041,1.377389041,1.17080608,1.564140755,1.564140755,1.564140755,1.191117083,1.564140755,1.564140755,1.523619526,1.564140755,1.564140755,1.376098287,1.376098287,1.376098287,1.376098287,1.377389041,1.227988717
8253,1.513375703,1.542845009,1.542845009,1.513375703,1.513375703,1.513375703,1.567957663,1.567957663,1.513375703,1.513375703,1.513375703,1.379996582,1.379996582,1.180442344,1.437838717,1.549291318,1.567957663,1.191117083,1.379996582,1.437838717,1.437838717,1.437838717,1.180442344,1.549291318,1.549291318,1.549291318,1.191117083,1.549291318,1.549291318,1.542845009,1.549291318,1.549291318,1.379996582,1.379996582,1.379996582,1.379996582,1.437838717,1.212444556
8254,1.509252063,1.566876863,1.566876863,1.509252063,1.509252063,1.509252063,1.577403191,1.577403191,1.509252063,1.509252063,1.509252063,1.368301696,1.368301696,1.190078608,1.437838717,1.539391693,1.577403191,1.191117083,1.368301696,1.437838717,1.437838717,1.437838717,1.190078608,1.539391693,1.539391693,1.539391693,1.191117083,1.539391693,1.539391693,1.566876863,1.539391693,1.539391693,1.368301696,1.368301696,1.368301696,1.368301696,1.437838717,1.212444556
8255,1.513375703,1.590908717,1.590908717,1.513375703,1.513375703,1.513375703,1.572680427,1.572680427,1.513375703,1.513375703,1.513375703,1.364403401,1.364403401,1.209351136,1.455110053,1.55424113,1.572680427,1.191117083,1.364403401,1.455110053,1.455110053,1.455110053,1.209351136,1.55424113,1.55424113,1.55424113,1.191117083,1.55424113,1.55424113,1.590908717,1.55424113,1.55424113,1.364403401,1.364403401,1.364403401,1.364403401,1.455110053,1.227988717
8256,1.554612098,1.566876863,1.566876863,1.554612098,1.554612098,1.554612098,1.58684872,1.58684872,1.554612098,1.554612098,1.554612098,1.360505105,1.360505105,1.24307806,1.476699223,1.544341505,1.58684872,1.199940172,1.360505105,1.476699223,1.476699223,1.476699223,1.24307806,1.544341505,1.544341505,1.544341505,1.199940172,1.544341505,1.544341505,1.566876863,1.544341505,1.544341505,1.360505105,1.360505105,1.360505105,1.360505105,1.476699223,1.227988717
8257,1.575230295,1.562070492,1.562070492,1.575230295,1.575230295,1.575230295,1.619908068,1.619908068,1.575230295,1.575230295,1.575230295,1.35660681,1.35660681,1.276804984,1.481017057,1.509692818,1.619908068,1.208763262,1.35660681,1.481017057,1.481017057,1.481017057,1.276804984,1.509692818,1.509692818,1.509692818,1.208763262,1.509692818,1.509692818,1.562070492,1.509692818,1.509692818,1.35660681,1.35660681,1.35660681,1.35660681,1.481017057,1.238351491
